URL,Traffic (%),Number of Keywords,Traffic,Adwords Positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic Change,Answer Engines,Top Keyword,Primary Intent,LLM Prompts
https://character-seikaku.memo.wiki/d/PSYCHO-PASS,0.06,14,33,0,1,3,0,0,0,1,31,0,0,0,-1,,mbti サイコパス,Informational,0
https://character-seikaku.memo.wiki/d/DEATH%20NOTE,0.06,7,32,0,0,3,0,0,0,0,32,0,0,0,0,,death note mbti,Informational,0
https://character-seikaku.memo.wiki/d/INFJ-ENFJ,0.06,5,32,0,0,3,0,0,0,0,29,0,0,0,7,,enfj infj,Informational,0
https://character-seikaku.memo.wiki/d/INTJ-ESFP,0.05,4,28,0,0,4,0,0,0,0,28,0,0,0,-18,,esfp intj,Informational,0
https://character-seikaku.memo.wiki/d/%A5%E0%A1%BC%A5%DF%A5%F3%A5%B7%A5%EA%A1%BC%A5%BA,0.05,8,28,0,0,3,0,0,0,0,28,0,0,0,-1,,スナフキン mbti,Informational,0
https://character-seikaku.memo.wiki/d/INFJ-INTP,0.05,5,28,0,0,4,0,0,0,0,28,0,0,0,0,,intp infj,Informational,0
https://character-seikaku.memo.wiki/d/INFJ-ENTJ,0.05,2,28,0,0,1,0,0,0,0,28,0,0,0,0,,infj entj,Informational,0
https://character-seikaku.memo.wiki/d/%C5%D2%C7%EE%CC%DB%BC%A8%CF%BF%A5%AB%A5%A4%A5%B8,0.05,5,27,0,0,1,0,0,0,0,27,0,0,0,0,,カイジ mbti,Informational,0
https://character-seikaku.memo.wiki/d/INTJ-ESTJ,0.05,3,27,0,0,2,0,0,0,0,27,0,0,0,-7,,intj estj,Informational,0
https://character-seikaku.memo.wiki/d/ISTJ-INFJ,0.05,1,26,0,0,1,0,0,0,0,26,0,0,0,0,,istj infj,Informational,0
https://character-seikaku.memo.wiki/d/ISFJ-INTP,0.05,1,26,0,0,1,0,0,0,0,26,0,0,0,0,,intp isfj,Informational,0
https://character-seikaku.memo.wiki/d/5w6,0.05,2,26,0,0,2,0,0,0,0,26,0,0,0,18,,5w6,Informational,0
https://character-seikaku.memo.wiki/d/ESTJ-ENTJ,0.05,3,26,0,0,3,0,0,0,0,26,0,0,0,-17,,entj estj,Informational,0
https://character-seikaku.memo.wiki/d/ISFJ-ISTJ,0.05,6,26,0,0,3,0,0,0,0,26,0,0,0,-22,,isfj istj,Informational,0
https://character-seikaku.memo.wiki/d/ISFJ-ENFJ,0.05,1,26,0,0,1,0,0,0,0,26,0,0,0,0,,enfj isfj,Informational,0
https://character-seikaku.memo.wiki/d/ESFP-ESFJ,0.05,2,25,0,0,2,0,0,0,0,25,0,0,0,-11,,esfp esfj,Informational,0
